request_id,expected_path,observed_path,expected_steps,actual_steps,missing_steps,extra_steps,sequence_issues,step_count,expected_step_count,rework_count,exception_count,cycle_time_hours,has_unusual_sequence,variant_frequency,rare_path,drift_score,violation_points,ordering_points,rework_points,exception_points,rare_path_points,violation_count,critical_violation_count,high_violation_count,aligned
PR-16412,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,61.83,False,609,False,0,0,0,0,0,0,0,0,0,True
PR-13250,Submitted → Manager → Procurement → PO Created → Payment,Submitted → Manager → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,51.71,False,345,False,0,0,0,0,0,0,0,0,0,True
PR-14453,Submitted → PO Created → Payment,Submitted → PO Created → Payment,"[""Request Submitted"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],3,3,0,0,19.81,False,304,False,0,0,0,0,0,0,0,0,0,True
PR-14599,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,36.16,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-17605,Submitted → Manager → Procurement → PO Created → Payment,Submitted → Manager → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,50.02,False,345,False,0,0,0,0,0,0,0,0,0,True
PR-15767,Submitted → Manager → Vendor Validation → Security → Finance → PO Created → Payment,Submitted → Manager → Vendor Validation → Security → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],7,7,0,0,115.98,False,56,False,0,0,0,0,0,0,0,0,0,True
PR-14973,Submitted → Manager → Vendor Validation → Legal → PO Created → Payment,Submitted → Manager → Vendor Validation → Legal → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Legal Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Legal Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,60.96,False,131,False,0,0,0,0,0,0,0,0,0,True
PR-11418,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,35.39,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-17786,Submitted → Manager → Vendor Validation → Procurement → Finance → PO Created → Payment,Submitted → Manager → Returned → Resubmitted → Vendor Validation → Procurement → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Returned for Revision"", ""Request Resubmitted"", ""Vendor Validation"", ""Procurement Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],"[""Returned for Revision"", ""Request Resubmitted""]",[],9,7,1,0,110.8,False,14,False,5,0,0,5,0,0,0,0,0,True
PR-12094,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,27.54,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-16359,Submitted → PO Created → Payment,Submitted → PO Created → Payment,"[""Request Submitted"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],3,3,0,0,15.54,False,304,False,0,0,0,0,0,0,0,0,0,True
PR-14141,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,37.72,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-10292,Submitted → Manager → Vendor Validation → Legal → PO Created → Payment,Submitted → Manager → Vendor Validation → Legal → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Legal Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Legal Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,172.78,False,131,False,0,0,0,0,0,0,0,0,0,True
PR-17048,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,89.18,False,609,False,0,0,0,0,0,0,0,0,0,True
PR-15460,Submitted → Manager → Procurement → PO Created → Payment,Submitted → Manager → Returned → Resubmitted → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Returned for Revision"", ""Request Resubmitted"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],"[""Returned for Revision"", ""Request Resubmitted""]",[],7,5,1,0,111.74,False,50,False,5,0,0,5,0,0,0,0,0,True
PR-13614,Submitted → Manager → Vendor Validation → Procurement → Finance → PO Created → Payment,Submitted → Manager → Vendor Validation → Procurement → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],7,7,0,0,88.08,False,176,False,0,0,0,0,0,0,0,0,0,True
PR-13597,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,Submitted → Manager → Vendor Validation → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Purchase Order Created"", ""Payment Authorized""]","[""Procurement Review""]",[],[],5,6,0,0,41.33,False,125,False,14,14,0,0,0,0,1,0,1,False
PR-11218,Submitted → Manager → Director → Procurement → Bid Confirmed → Finance → PO Created → Payment,Submitted → Manager → Director → Procurement → Bid Confirmed → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Procurement Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Procurement Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],8,8,0,0,67.96,False,49,False,0,0,0,0,0,0,0,0,0,True
PR-11897,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,26.9,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-15212,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,29.84,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-11927,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,44.62,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-12320,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,40.53,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-18301,Submitted → Manager → Rejected,Submitted → Manager → Rejected,"[""Request Submitted"", ""Manager Approval"", ""Rejected""]","[""Request Submitted"", ""Manager Approval"", ""Rejected""]",[],[],[],3,3,0,0,28.9,False,112,False,0,0,0,0,0,0,0,0,0,True
PR-12604,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,51.06,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-17563,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,Submitted → Manager → Vendor Validation → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Purchase Order Created"", ""Payment Authorized""]","[""Procurement Review""]",[],[],5,6,0,0,32.42,False,125,False,14,14,0,0,0,0,1,0,1,False
PR-14475,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,37.12,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-12853,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,Submitted → Manager → Returned → Resubmitted → Vendor Validation → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Returned for Revision"", ""Request Resubmitted"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],"[""Returned for Revision"", ""Request Resubmitted""]",[],8,6,1,0,93.67,False,47,False,5,0,0,5,0,0,0,0,0,True
PR-10314,Submitted → Manager → Finance → PO Created → Payment,Submitted → Manager → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,44.5,False,449,False,0,0,0,0,0,0,0,0,0,True
PR-11921,Submitted → Manager → Director → Vendor Validation → Security → Procurement → Bid Confirmed → Finance,Submitted → Cancelled,"[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Vendor Validation"", ""Security Review"", ""Procurement Review"", ""Competitive Bid Confirmed"", ""Finance Approval""]","[""Request Submitted"", ""Cancelled""]","[""Manager Approval"", ""Director Approval"", ""Vendor Validation"", ""Security Review"", ""Procurement Review"", ""Competitive Bid Confirmed"", ""Finance Approval""]","[""Cancelled""]",[],2,8,0,0,5.57,False,253,False,65,65,0,0,0,0,7,1,5,False
PR-13774,Submitted → Manager → Vendor Validation → Security → Finance → PO Created → Payment,Submitted → Manager → Vendor Validation → Security → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],7,7,0,0,56.68,False,56,False,0,0,0,0,0,0,0,0,0,True
PR-12761,Submitted → Manager → Security → Bid Confirmed → Finance → PO Created → Payment,Submitted → Manager → Security → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Competitive Bid Confirmed""]",[],[],6,7,0,0,52.29,False,260,False,14,14,0,0,0,0,1,0,1,False
PR-17582,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,113.08,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-15596,Submitted → PO Created → Payment,Submitted → PO Created → Payment,"[""Request Submitted"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],3,3,0,0,44.56,False,304,False,0,0,0,0,0,0,0,0,0,True
PR-14139,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,50.23,False,609,False,0,0,0,0,0,0,0,0,0,True
PR-15314,Submitted → Manager → Vendor Validation → Legal → Procurement → PO Created → Payment,Submitted → Manager → Vendor Validation → Legal → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Legal Review"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Legal Review"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],7,7,0,0,67.11,False,74,False,0,0,0,0,0,0,0,0,0,True
PR-11517,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,40.27,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-13443,Submitted → Manager → Procurement → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Procurement Review""]",[],[],4,5,0,0,27.63,False,1840,False,14,14,0,0,0,0,1,0,1,False
PR-18108,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,19.87,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-16980,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,52.15,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-12135,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,68.85,False,609,False,0,0,0,0,0,0,0,0,0,True
PR-13136,Submitted → Manager → Vendor Validation → Legal → Procurement → Finance → PO Created → Payment,Submitted → Manager → Vendor Validation → Legal → Procurement → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Legal Review"", ""Procurement Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Legal Review"", ""Procurement Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],8,8,0,0,89.61,False,19,False,0,0,0,0,0,0,0,0,0,True
PR-12508,Submitted → Manager → Bid Confirmed → Finance → PO Created → Payment,Submitted → Manager → Bid Confirmed → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,48.84,False,68,False,0,0,0,0,0,0,0,0,0,True
PR-17168,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,67.35,False,609,False,0,0,0,0,0,0,0,0,0,True
PR-17704,Submitted → Manager → Director → Procurement → Bid Confirmed → Finance → PO Created → Payment,Submitted → Manager → Director → Procurement → Bid Confirmed → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Procurement Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Procurement Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],8,8,0,0,112.22,False,49,False,0,0,0,0,0,0,0,0,0,True
PR-14123,Submitted → Manager → Finance → PO Created → Payment,Submitted → Manager → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,43.35,False,449,False,0,0,0,0,0,0,0,0,0,True
PR-10991,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,38.2,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-15784,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,12.66,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-10419,Submitted → Manager → Security → Bid Confirmed → Finance → PO Created → Payment,Submitted → Manager → Security → Bid Confirmed → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],7,7,0,0,157.22,False,34,False,0,0,0,0,0,0,0,0,0,True
PR-14711,Submitted → Manager → Procurement → PO Created → Payment,Submitted → Manager → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,35.09,False,345,False,0,0,0,0,0,0,0,0,0,True
PR-15181,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,57.01,False,609,False,0,0,0,0,0,0,0,0,0,True
PR-13094,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,62.16,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-11202,Submitted → Manager → Vendor Validation → Security → Procurement → PO Created → Payment,Submitted → Manager → Vendor Validation → Security → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],7,7,0,0,88.7,False,192,False,0,0,0,0,0,0,0,0,0,True
PR-10824,Submitted → Manager → Security,Submitted → Cancelled,"[""Request Submitted"", ""Manager Approval"", ""Security Review""]","[""Request Submitted"", ""Cancelled""]","[""Manager Approval"", ""Security Review""]","[""Cancelled""]",[],2,3,0,0,10.83,False,253,False,26,26,0,0,0,0,2,1,0,False
PR-15355,Submitted → Manager → Director → Vendor Validation → Legal → Bid Confirmed → Finance → PO Created → Payment,Submitted → Manager → Director → Vendor Validation → Legal → Bid Confirmed → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Vendor Validation"", ""Legal Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Vendor Validation"", ""Legal Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],9,9,0,0,61.55,False,15,False,0,0,0,0,0,0,0,0,0,True
PR-11851,Submitted → Security → Rejected,Submitted → Security → Rejected,"[""Request Submitted"", ""Security Review"", ""Rejected""]","[""Request Submitted"", ""Security Review"", ""Rejected""]",[],[],[],3,3,0,0,8.26,False,5,True,4,0,0,0,0,4,0,0,0,True
PR-13511,Submitted → Manager → Procurement → PO Created → Payment,Submitted → Manager → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,43.96,False,345,False,0,0,0,0,0,0,0,0,0,True
PR-15654,Submitted → Manager → Director → Security → Bid Confirmed → Finance → PO Created → Payment,Submitted → Manager → Director → Security → Exception → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Security Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Security Review"", ""Exception Approved"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Competitive Bid Confirmed""]","[""Exception Approved""]",[],8,8,0,1,88.25,False,9,False,47,44,0,0,3,0,2,2,0,False
PR-12058,Submitted → Manager → Vendor Validation → Legal → PO Created → Payment,Submitted → Manager → Vendor Validation → Legal → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Legal Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Legal Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,110.33,False,131,False,0,0,0,0,0,0,0,0,0,True
PR-14414,Submitted → Manager → Director → Vendor Validation → Legal → Procurement → Bid Confirmed → Finance → PO Created → Payment,Submitted → Manager → Returned → Resubmitted → Director → Vendor Validation → Legal → Procurement → Bid Confirmed → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Vendor Validation"", ""Legal Review"", ""Procurement Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Returned for Revision"", ""Request Resubmitted"", ""Director Approval"", ""Vendor Validation"", ""Legal Review"", ""Procurement Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],"[""Returned for Revision"", ""Request Resubmitted""]",[],12,10,1,0,159.51,False,1,True,9,0,0,5,0,4,0,0,0,True
PR-17108,Submitted → Manager → Security → Finance → PO Created → Payment,Submitted → Manager → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Security Review""]",[],[],5,6,0,0,63.98,False,449,False,22,22,0,0,0,0,1,1,0,False
PR-16256,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,45.18,False,1840,False,0,0,0,0,0,0,0,0,0,True
