violation_id,request_id,rule_id,rule_name,required_step,severity,violation_type,evidence,amount_at_risk
VIO-001144,PR-14974,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,1724.4
VIO-001145,PR-12338,RULE-017,Urgent purchase rationale,DOCUMENTED_URGENCY,Medium,Undocumented urgency,Urgent routing was used without rationale,3016.89
VIO-001146,PR-12915,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,6688.35
VIO-001147,PR-11547,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,24852.75
VIO-001148,PR-16673,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,1858.5
VIO-001149,PR-15003,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0577 approved $11,699 with a $0 limit",11699.42
VIO-001150,PR-15003,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,11699.42
VIO-001151,PR-11526,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,141694.26
VIO-001152,PR-10772,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,9957.64
VIO-001153,PR-18249,RULE-017,Urgent purchase rationale,DOCUMENTED_URGENCY,Medium,Undocumented urgency,Urgent routing was used without rationale,2724.97
VIO-001154,PR-14241,RULE-013,International vendor legal review,Legal Review,High,Missing required step,Legal Review was required but not observed,2149.66
VIO-001155,PR-18306,RULE-003,Director approval,Director Approval,High,Missing required step,Director Approval was required but not observed,51542.31
VIO-001156,PR-18306,RULE-005,High-value contract review,Legal Review,Critical,Missing required step,Legal Review was required but not observed,51542.31
VIO-001157,PR-16487,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-1999 approved $1,412 with a $0 limit",1412.35
VIO-001158,PR-16487,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,1412.35
VIO-001159,PR-16056,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,1386.69
VIO-001160,PR-11872,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,1729.22
VIO-001161,PR-13734,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,4300.85
VIO-001162,PR-14701,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0586 approved $2,978 with a $0 limit",2977.6
VIO-001163,PR-14701,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,2977.6
VIO-001164,PR-17911,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0690 approved $4,741 with a $0 limit",4741.39
VIO-001165,PR-17911,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,4741.39
VIO-001166,PR-12669,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,11915.47
VIO-001167,PR-10187,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,5873.79
VIO-001168,PR-13835,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0911 approved $1,596 with a $0 limit",1596.15
VIO-001169,PR-13835,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,1596.15
VIO-001170,PR-13378,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,3974.56
VIO-001171,PR-17037,RULE-005,High-value contract review,Legal Review,Critical,Missing required step,Legal Review was required but not observed,54898.72
VIO-001172,PR-17349,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,21245.97
VIO-001173,PR-17349,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,21245.97
VIO-001174,PR-16588,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,1443.36
VIO-001175,PR-11096,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,2265.92
VIO-001176,PR-11096,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,2265.92
VIO-001177,PR-18014,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-1640 approved $17,773 with a $0 limit",17772.99
VIO-001178,PR-18014,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,17772.99
VIO-001179,PR-15013,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,16192.1
VIO-001180,PR-16466,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,3178.29
VIO-001181,PR-10015,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,2390.52
VIO-001182,PR-11192,RULE-017,Urgent purchase rationale,DOCUMENTED_URGENCY,Medium,Undocumented urgency,Urgent routing was used without rationale,836.41
VIO-001183,PR-16836,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,1063.41
VIO-001184,PR-16836,RULE-014,High-risk security review,Security Review,Critical,Missing required step,Security Review was required but not observed,1063.41
VIO-001185,PR-16293,RULE-017,Urgent purchase rationale,DOCUMENTED_URGENCY,Medium,Undocumented urgency,Urgent routing was used without rationale,6547.94
VIO-001186,PR-15923,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0923 approved $7,672 with a $0 limit",7671.75
VIO-001187,PR-15923,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,7671.75
VIO-001188,PR-18495,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,22149.0
VIO-001189,PR-18495,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,22149.0
VIO-001190,PR-11632,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,28146.93
VIO-001191,PR-11632,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0003 approved $28,147 with a $25,000 limit",28146.93
VIO-001192,PR-17421,RULE-007,Competitive bid evidence,Competitive Bid Confirmed,High,Missing required step,Competitive Bid Confirmed was required but not observed,21269.94
VIO-001193,PR-12735,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,8130.51
VIO-001194,PR-12086,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,16235.11
VIO-001195,PR-12086,RULE-016,Travel finance threshold,Finance Approval,Medium,Missing required step,Finance Approval was required but not observed,16235.11
VIO-001196,PR-16827,RULE-003,Director approval,Director Approval,High,Missing required step,Director Approval was required but not observed,48930.61
VIO-001197,PR-16518,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0758 approved $4,350 with a $0 limit",4350.02
VIO-001198,PR-16518,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,4350.02
VIO-001199,PR-10136,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0711 approved $1,872 with a $0 limit",1872.36
VIO-001200,PR-10136,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,1872.36
VIO-001201,PR-12678,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0517 approved $6,558 with a $0 limit",6558.25
VIO-001202,PR-12678,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,6558.25
VIO-001203,PR-15983,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,14735.43
VIO-001204,PR-17592,RULE-017,Urgent purchase rationale,DOCUMENTED_URGENCY,Medium,Undocumented urgency,Urgent routing was used without rationale,3863.82
VIO-001205,PR-12049,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,2360.23
VIO-001206,PR-12049,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,2360.23
VIO-001207,PR-12605,RULE-013,International vendor legal review,Legal Review,High,Missing required step,Legal Review was required but not observed,9957.91
VIO-001208,PR-13627,RULE-013,International vendor legal review,Legal Review,High,Missing required step,Legal Review was required but not observed,2715.22
VIO-001209,PR-15568,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,1564.47
VIO-001210,PR-11165,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,4799.93
VIO-001211,PR-11102,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,46367.19
VIO-001212,PR-10763,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,17405.24
VIO-001213,PR-12674,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,2659.68
VIO-001214,PR-12264,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,23587.75
VIO-001215,PR-12436,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,5648.31
VIO-001216,PR-12436,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,5648.31
VIO-001217,PR-11009,RULE-013,International vendor legal review,Legal Review,High,Missing required step,Legal Review was required but not observed,4652.1
VIO-001218,PR-17184,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,7873.93
VIO-001219,PR-17184,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,7873.93
VIO-001220,PR-17184,RULE-017,Urgent purchase rationale,DOCUMENTED_URGENCY,Medium,Undocumented urgency,Urgent routing was used without rationale,7873.93
VIO-001221,PR-13302,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,7214.71
VIO-001222,PR-13302,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,7214.71
VIO-001223,PR-13302,RULE-017,Urgent purchase rationale,DOCUMENTED_URGENCY,Medium,Undocumented urgency,Urgent routing was used without rationale,7214.71
VIO-001224,PR-18071,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,10334.61
VIO-001225,PR-10268,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,2069.62
VIO-001226,PR-10268,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,2069.62
VIO-001227,PR-16833,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,1612.16
VIO-001228,PR-16833,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,1612.16
VIO-001229,PR-18176,RULE-017,Urgent purchase rationale,DOCUMENTED_URGENCY,Medium,Undocumented urgency,Urgent routing was used without rationale,3671.99
VIO-001230,PR-15770,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,19845.81
VIO-001231,PR-15770,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,19845.81
VIO-001232,PR-15770,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,19845.81
VIO-001233,PR-18364,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,2094.4
VIO-001234,PR-14749,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0538 approved $11,335 with a $0 limit",11334.6
VIO-001235,PR-14749,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,11334.6
VIO-001236,PR-17962,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,4619.73
VIO-001237,PR-16576,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,39610.63
VIO-001238,PR-17247,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,3550.51
VIO-001239,PR-13193,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,10082.28
VIO-001240,PR-13193,RULE-017,Urgent purchase rationale,DOCUMENTED_URGENCY,Medium,Undocumented urgency,Urgent routing was used without rationale,10082.28
VIO-001241,PR-11939,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,37555.17
VIO-001242,PR-16950,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,4845.89
VIO-001243,PR-16950,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,4845.89
VIO-001244,PR-10106,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,569.84
VIO-001245,PR-15479,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,28833.33
VIO-001246,PR-14664,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,7294.73
VIO-001247,PR-12442,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,8418.71
VIO-001248,PR-14767,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,465.73
VIO-001249,PR-14767,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,465.73
VIO-001250,PR-10470,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-1001 approved $160,000 with a $150,000 limit",160000.0
VIO-001251,PR-16526,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,41443.66
VIO-001252,PR-12800,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0649 approved $128,590 with a $0 limit",128589.9
VIO-001253,PR-12800,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,128589.9
VIO-001254,PR-13630,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,7640.4
VIO-001255,PR-15334,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,38465.58
VIO-001256,PR-12887,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,46640.79
VIO-001257,PR-11918,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,3074.62
VIO-001258,PR-10161,RULE-013,International vendor legal review,Legal Review,High,Missing required step,Legal Review was required but not observed,1736.73
VIO-001259,PR-15752,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,14957.91
VIO-001260,PR-17052,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,5870.95
VIO-001261,PR-11036,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,3808.6
VIO-001262,PR-11036,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,3808.6
VIO-001263,PR-15104,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,885.13
VIO-001264,PR-15104,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,885.13
VIO-001265,PR-15104,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,885.13
VIO-001266,PR-15104,RULE-013,International vendor legal review,Legal Review,High,Missing required step,Legal Review was required but not observed,885.13
VIO-001267,PR-15104,RULE-014,High-risk security review,Security Review,Critical,Missing required step,Security Review was required but not observed,885.13
VIO-001268,PR-11433,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,34356.37
VIO-001269,PR-18107,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,338.67
VIO-001270,PR-15372,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,6769.1
VIO-001271,PR-10205,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,1165.52
VIO-001272,PR-16203,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,1184.06
VIO-001273,PR-14360,RULE-016,Travel finance threshold,Finance Approval,Medium,Missing required step,Finance Approval was required but not observed,5497.77
VIO-001274,PR-18338,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,4045.38
VIO-001275,PR-18338,RULE-014,High-risk security review,Security Review,Critical,Missing required step,Security Review was required but not observed,4045.38
VIO-001276,PR-12218,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,2464.98
VIO-001277,PR-12218,RULE-017,Urgent purchase rationale,DOCUMENTED_URGENCY,Medium,Undocumented urgency,Urgent routing was used without rationale,2464.98
VIO-001278,PR-14576,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,69709.62
VIO-001279,PR-10129,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,1802.79
VIO-001280,PR-17180,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,1585.67
VIO-001281,PR-16769,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,12440.71
VIO-001282,PR-12593,RULE-005,High-value contract review,Legal Review,Critical,Missing required step,Legal Review was required but not observed,50402.75
VIO-001283,PR-12593,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,50402.75
VIO-001284,PR-12038,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,4015.28
VIO-001285,PR-18031,RULE-017,Urgent purchase rationale,DOCUMENTED_URGENCY,Medium,Undocumented urgency,Urgent routing was used without rationale,4913.73
VIO-001286,PR-16781,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,2675.93
VIO-001287,PR-11923,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,6368.26
VIO-001288,PR-11923,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,6368.26
VIO-001289,PR-11923,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,6368.26
VIO-001290,PR-11923,RULE-016,Travel finance threshold,Finance Approval,Medium,Missing required step,Finance Approval was required but not observed,6368.26
VIO-001291,PR-18170,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,1707.84
VIO-001292,PR-16577,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,9348.91
VIO-001293,PR-16560,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0846 approved $1,802 with a $0 limit",1801.74
VIO-001294,PR-16560,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,1801.74
VIO-001295,PR-16719,RULE-007,Competitive bid evidence,Competitive Bid Confirmed,High,Missing required step,Competitive Bid Confirmed was required but not observed,20297.41
VIO-001296,PR-17355,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,6041.71
VIO-001297,PR-13471,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,13044.97
VIO-001298,PR-12728,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,16437.0
VIO-001299,PR-15891,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,743.43
VIO-001300,PR-16499,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,2594.59
VIO-001301,PR-14114,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0897 approved $4,949 with a $0 limit",4948.94
VIO-001302,PR-14114,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,4948.94
VIO-001303,PR-13967,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,14938.86
VIO-001304,PR-13967,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,14938.86
VIO-001305,PR-13967,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,14938.86
VIO-001306,PR-17610,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,892.39
VIO-001307,PR-13727,RULE-016,Travel finance threshold,Finance Approval,Medium,Missing required step,Finance Approval was required but not observed,7423.0
VIO-001308,PR-14340,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,4525.3
VIO-001309,PR-15445,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,2433.43
VIO-001310,PR-16404,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,3330.58
VIO-001311,PR-11925,RULE-007,Competitive bid evidence,Competitive Bid Confirmed,High,Missing required step,Competitive Bid Confirmed was required but not observed,35593.03
VIO-001312,PR-13241,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,14968.02
VIO-001313,PR-15361,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,892.65
VIO-001314,PR-10746,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,2733.95
VIO-001315,PR-17013,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,3853.44
VIO-001316,PR-13629,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,2449.31
VIO-001317,PR-11951,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,1344.22
VIO-001318,PR-12654,RULE-005,High-value contract review,Legal Review,Critical,Missing required step,Legal Review was required but not observed,64849.03
VIO-001319,PR-12654,RULE-007,Competitive bid evidence,Competitive Bid Confirmed,High,Missing required step,Competitive Bid Confirmed was required but not observed,64849.03
VIO-001320,PR-18461,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,1364.24
VIO-001321,PR-18461,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,1364.24
VIO-001322,PR-11903,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,2630.9
VIO-001323,PR-11338,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-1867 approved $21,146 with a $0 limit",21146.45
VIO-001324,PR-11338,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,21146.45
VIO-001325,PR-10002,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,1786.91
VIO-001326,PR-16527,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,40316.08
VIO-001327,PR-17880,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,21592.74
VIO-001328,PR-17880,RULE-007,Competitive bid evidence,Competitive Bid Confirmed,High,Missing required step,Competitive Bid Confirmed was required but not observed,21592.74
VIO-001329,PR-13656,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0410 approved $159,600 with a $25,000 limit",159599.69
VIO-001330,PR-13656,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,159599.69
VIO-001331,PR-13175,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,6696.92
VIO-001332,PR-12608,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,8941.47
VIO-001333,PR-12608,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,8941.47
VIO-001334,PR-10816,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,5944.0
VIO-001335,PR-15572,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,2708.96
VIO-001336,PR-15764,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,7053.22
VIO-001337,PR-15764,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,7053.22
VIO-001338,PR-16660,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,10902.43
VIO-001339,PR-16660,RULE-014,High-risk security review,Security Review,Critical,Missing required step,Security Review was required but not observed,10902.43
VIO-001340,PR-18375,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,2782.39
VIO-001341,PR-16550,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,6536.96
VIO-001342,PR-11390,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,27981.42
VIO-001343,PR-11390,RULE-014,High-risk security review,Security Review,Critical,Missing required step,Security Review was required but not observed,27981.42
VIO-001344,PR-18339,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,10427.4
VIO-001345,PR-13073,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0427 approved $9,149 with a $0 limit",9149.44
VIO-001346,PR-13073,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,9149.44
VIO-001347,PR-12040,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,74559.67
VIO-001348,PR-10404,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,537.06
VIO-001349,PR-10404,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,537.06
VIO-001350,PR-10404,RULE-013,International vendor legal review,Legal Review,High,Missing required step,Legal Review was required but not observed,537.06
VIO-001351,PR-17978,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,2244.92
VIO-001352,PR-12186,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,4631.71
VIO-001353,PR-12186,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,4631.71
VIO-001354,PR-14026,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0947 approved $9,007 with a $0 limit",9007.47
VIO-001355,PR-14026,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,9007.47
VIO-001356,PR-16375,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,17288.79
VIO-001357,PR-12576,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,5273.52
VIO-001358,PR-12576,RULE-016,Travel finance threshold,Finance Approval,Medium,Missing required step,Finance Approval was required but not observed,5273.52
VIO-001359,PR-14175,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,7144.56
VIO-001360,PR-16619,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,12384.84
