request_id,employee_id,department_id,vendor_id,request_date,purchase_type,amount,currency,description,urgency,risk_category,contract_required,security_review_required,competitive_bid_required,exception_documented,urgency_documented,final_status,source_system,system_period,department_name,business_unit,budget,vendor_name,vendor_category,approved_vendor,vendor_risk,contract_status,country,employee_name,employee_location
PR-17646,EMP-1039,D06,VEN-070,2025-05-27 13:00:00,Equipment,5903.37,USD,Equipment purchase for Field Operations operations,Standard,Medium,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,Equipment Partner 070,Equipment,False,Medium,Active,United Kingdom,Northstar Employee 1039,Chicago
PR-12031,EMP-0571,D03,VEN-019,2025-05-27 13:00:00,Facilities,7410.86,USD,Facilities purchase for Sales operations,Standard,High,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,Facilities Partner 019,Facilities,True,High,Active,Ireland,Northstar Employee 0571,San Francisco
PR-15549,EMP-1273,D07,VEN-104,2025-05-27 13:00:00,Software,4649.71,USD,Software purchase for Finance operations,Standard,Low,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Finance,Corporate,8500000,Software Partner 104,Software,True,Low,Active,United States,Northstar Employee 1273,San Francisco
PR-17613,EMP-1796,D09,VEN-084,2025-05-27 13:00:00,Contractor,20104.43,USD,Contractor purchase for Legal operations,Standard,Medium,True,False,True,True,True,Paid,ProcureFlow Classic,Before update,Legal,Corporate,6000000,Contractor Partner 084,Contractor,True,Low,Active,United Kingdom,Northstar Employee 1796,Austin
PR-10122,EMP-0161,D01,VEN-112,2025-05-27 14:00:00,Contractor,13637.82,USD,Contractor purchase for Engineering operations,Standard,Medium,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,Contractor Partner 112,Contractor,True,Medium,Active,United States,Northstar Employee 0161,Austin
PR-17260,EMP-0590,D03,VEN-091,2025-05-27 14:00:00,Software,7005.64,USD,Software purchase for Sales operations,Standard,Low,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,Software Partner 091,Software,True,Low,Pending,United States,Northstar Employee 0590,Chicago
PR-10238,EMP-1015,D06,VEN-010,2025-05-27 14:00:00,Software,10532.08,USD,Software purchase for Field Operations operations,Standard,Low,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,Software Partner 010,Software,True,Low,Expired,United States,Northstar Employee 1015,Austin
PR-14300,EMP-0473,D03,VEN-043,2025-05-27 15:00:00,Facilities,8228.62,USD,Facilities purchase for Sales operations,Standard,High,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,Facilities Partner 043,Facilities,True,High,Active,United States,Northstar Employee 0473,San Francisco
PR-16088,EMP-1195,D06,VEN-107,2025-05-27 15:00:00,Facilities,5429.72,USD,Facilities purchase for Field Operations operations,Standard,Medium,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,Facilities Partner 107,Facilities,True,Medium,Active,United States,Northstar Employee 1195,New York
PR-13649,EMP-1464,D08,VEN-051,2025-05-27 15:00:00,Professional Services,698.69,USD,Professional Services purchase for People operations,Standard,Low,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,People,Corporate,7500000,ProfessionalServices Partner 051,Professional Services,True,Low,Active,Canada,Northstar Employee 1464,Austin
PR-18145,EMP-0460,D03,VEN-044,2025-05-27 15:00:00,Facilities,3583.07,USD,Facilities purchase for Sales operations,Standard,Medium,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,Facilities Partner 044,Facilities,False,Medium,Active,Canada,Northstar Employee 0460,Chicago
PR-10561,EMP-0643,D04,VEN-052,2025-05-27 15:00:00,Equipment,1984.75,USD,Equipment purchase for Marketing operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Marketing,Revenue,12500000,Equipment Partner 052,Equipment,True,Low,Pending,United States,Northstar Employee 0643,New York
PR-16396,EMP-0090,D01,VEN-094,2025-05-27 16:00:00,Equipment,10505.17,USD,Equipment purchase for Engineering operations,Priority,High,False,True,False,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,Equipment Partner 094,Equipment,True,High,Pending,United States,Northstar Employee 0090,Chicago
PR-15731,EMP-0870,D05,VEN-082,2025-05-27 16:00:00,Professional Services,18965.53,USD,Professional Services purchase for Customer Success operations,Priority,Medium,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Customer Success,Revenue,11000000,ProfessionalServices Partner 082,Professional Services,True,Medium,Active,United States,Northstar Employee 0870,Chicago
PR-14274,EMP-1374,D07,VEN-108,2025-05-27 16:00:00,Equipment,2976.16,USD,Equipment purchase for Finance operations,Standard,Low,False,False,False,True,True,Rejected,ProcureFlow Classic,Before update,Finance,Corporate,8500000,Equipment Partner 108,Equipment,True,Low,Active,United States,Northstar Employee 1374,Chicago
PR-14715,EMP-1193,D06,VEN-025,2025-05-27 16:00:00,AI Services,14046.94,USD,AI Services purchase for Field Operations operations,Urgent,High,True,True,False,True,True,Cancelled,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,AIServices Partner 025,AI Services,True,Medium,Pending,Germany,Northstar Employee 1193,Chicago
PR-12430,EMP-1838,D10,VEN-089,2025-05-27 17:00:00,Software,14314.06,USD,Software purchase for Information Security operations,Standard,Low,True,True,False,True,True,Rejected,ProcureFlow Classic,Before update,Information Security,Product & Technology,9500000,Software Partner 089,Software,True,Low,Pending,Canada,Northstar Employee 1838,Chicago
PR-15250,EMP-1899,D10,VEN-002,2025-05-27 17:00:00,Professional Services,1233.53,USD,Professional Services purchase for Information Security operations,Standard,Medium,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Information Security,Product & Technology,9500000,ProfessionalServices Partner 002,Professional Services,False,Medium,Active,United States,Northstar Employee 1899,New York
PR-12563,EMP-1398,D07,VEN-065,2025-05-27 17:00:00,Contractor,9699.82,USD,Contractor purchase for Finance operations,Priority,Low,True,False,False,True,True,Rejected,ProcureFlow Classic,Before update,Finance,Corporate,8500000,Contractor Partner 065,Contractor,True,Low,Pending,United States,Northstar Employee 1398,Chicago
PR-14543,EMP-1093,D06,VEN-049,2025-05-27 17:00:00,Software,2701.45,USD,Software purchase for Field Operations operations,Standard,Low,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,Software Partner 049,Software,True,Low,Active,Canada,Northstar Employee 1093,Austin
PR-17395,EMP-0453,D03,VEN-073,2025-05-27 17:00:00,Software,16429.58,USD,Software purchase for Sales operations,Urgent,High,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,Software Partner 073,Software,False,High,Active,India,Northstar Employee 0453,New York
PR-13676,EMP-0111,D01,VEN-123,2025-05-27 17:00:00,Travel,2874.8,USD,Travel purchase for Engineering operations,Standard,Medium,False,False,False,True,True,Rejected,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,Travel Partner 123,Travel,False,Medium,Active,United States,Northstar Employee 0111,Denver
PR-10544,EMP-0325,D02,VEN-115,2025-05-28 08:00:00,AI Services,6142.16,USD,AI Services purchase for Product operations,Standard,High,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Product,Product & Technology,16000000,AIServices Partner 115,AI Services,True,Low,Active,United States,Northstar Employee 0325,San Francisco
PR-14432,EMP-0862,D05,VEN-070,2025-05-28 08:00:00,Equipment,1914.11,USD,Equipment purchase for Customer Success operations,Priority,Medium,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Customer Success,Revenue,11000000,Equipment Partner 070,Equipment,False,Medium,Active,United Kingdom,Northstar Employee 0862,New York
PR-18017,EMP-0215,D02,VEN-023,2025-05-28 09:00:00,Contractor,19570.61,USD,Contractor purchase for Product operations,Standard,Medium,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Product,Product & Technology,16000000,Contractor Partner 023,Contractor,False,Medium,Active,United States,Northstar Employee 0215,San Francisco
PR-10194,EMP-0193,D01,VEN-104,2025-05-28 11:00:00,Software,14821.63,USD,Software purchase for Engineering operations,Standard,Low,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,Software Partner 104,Software,True,Low,Active,United States,Northstar Employee 0193,San Francisco
PR-11811,EMP-0112,D01,VEN-132,2025-05-28 11:00:00,Professional Services,7988.98,USD,Professional Services purchase for Engineering operations,Standard,Medium,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,ProfessionalServices Partner 132,Professional Services,True,Medium,Active,United States,Northstar Employee 0112,San Francisco
PR-11398,EMP-1227,D07,VEN-132,2025-05-28 12:00:00,Professional Services,3945.39,USD,Professional Services purchase for Finance operations,Standard,Medium,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Finance,Corporate,8500000,ProfessionalServices Partner 132,Professional Services,True,Medium,Active,United States,Northstar Employee 1227,San Francisco
PR-12548,EMP-0458,D03,VEN-028,2025-05-28 12:00:00,Software,3837.79,USD,Software purchase for Sales operations,Standard,Medium,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,Software Partner 028,Software,False,Medium,Active,United States,Northstar Employee 0458,Chicago
PR-17581,EMP-1991,D10,VEN-043,2025-05-28 12:00:00,Facilities,3483.04,USD,Facilities purchase for Information Security operations,Priority,High,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Information Security,Product & Technology,9500000,Facilities Partner 043,Facilities,True,High,Active,United States,Northstar Employee 1991,Chicago
PR-17233,EMP-1182,D06,VEN-045,2025-05-28 12:00:00,Facilities,8060.66,USD,Facilities purchase for Field Operations operations,Priority,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,Facilities Partner 045,Facilities,True,Low,Active,Ireland,Northstar Employee 1182,San Francisco
PR-17003,EMP-0813,D05,VEN-016,2025-05-28 13:00:00,Equipment,1380.51,USD,Equipment purchase for Customer Success operations,Standard,Medium,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Customer Success,Revenue,11000000,Equipment Partner 016,Equipment,False,Medium,Active,United States,Northstar Employee 0813,Chicago
PR-16036,EMP-1427,D08,VEN-006,2025-05-28 13:00:00,Software,5738.63,USD,Software purchase for People operations,Standard,High,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,People,Corporate,7500000,Software Partner 006,Software,True,High,Active,United States,Northstar Employee 1427,New York
PR-11901,EMP-0269,D02,VEN-096,2025-05-28 13:00:00,Equipment,7508.93,USD,Equipment purchase for Product operations,Standard,Medium,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Product,Product & Technology,16000000,Equipment Partner 096,Equipment,False,Medium,Active,Canada,Northstar Employee 0269,San Francisco
PR-12592,EMP-0059,D01,VEN-121,2025-05-28 14:00:00,Contractor,77753.03,USD,Contractor purchase for Engineering operations,Standard,High,True,False,True,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,Contractor Partner 121,Contractor,True,High,Pending,United States,Northstar Employee 0059,Chicago
PR-14177,EMP-1506,D08,VEN-012,2025-05-28 16:00:00,Contractor,50344.63,USD,Contractor purchase for People operations,Standard,Medium,True,False,True,True,True,Paid,ProcureFlow Classic,Before update,People,Corporate,7500000,Contractor Partner 012,Contractor,True,Low,Active,United Kingdom,Northstar Employee 1506,Denver
PR-10132,EMP-0914,D05,VEN-113,2025-05-28 17:00:00,Equipment,7181.95,USD,Equipment purchase for Customer Success operations,Standard,High,False,True,False,True,True,Paid,ProcureFlow Classic,Before update,Customer Success,Revenue,11000000,Equipment Partner 113,Equipment,False,High,Active,Singapore,Northstar Employee 0914,San Francisco
PR-13968,EMP-1292,D07,VEN-030,2025-05-29 08:00:00,Software,46940.77,USD,Software purchase for Finance operations,Priority,High,True,True,True,True,True,Paid,ProcureFlow Classic,Before update,Finance,Corporate,8500000,Software Partner 030,Software,True,High,Active,United States,Northstar Employee 1292,Austin
PR-12879,EMP-0520,D03,VEN-082,2025-05-29 09:00:00,Professional Services,12451.94,USD,Professional Services purchase for Sales operations,Standard,Medium,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,ProfessionalServices Partner 082,Professional Services,True,Medium,Active,United States,Northstar Employee 0520,Denver
PR-10696,EMP-0064,D01,VEN-062,2025-05-29 09:00:00,Travel,2793.75,USD,Travel purchase for Engineering operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,Travel Partner 062,Travel,True,Low,Active,United States,Northstar Employee 0064,Chicago
PR-10427,EMP-0131,D01,VEN-099,2025-05-29 09:00:00,Software,12046.82,USD,Software purchase for Engineering operations,Priority,Low,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,Software Partner 099,Software,True,Low,Active,United States,Northstar Employee 0131,Denver
PR-13411,EMP-0314,D02,VEN-008,2025-05-29 09:00:00,Equipment,1086.08,USD,Equipment purchase for Product operations,Standard,High,False,True,False,True,True,Paid,ProcureFlow Classic,Before update,Product,Product & Technology,16000000,Equipment Partner 008,Equipment,True,High,Active,United States,Northstar Employee 0314,Austin
PR-14546,EMP-0152,D01,VEN-025,2025-05-29 09:00:00,AI Services,6271.2,USD,AI Services purchase for Engineering operations,Standard,High,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,AIServices Partner 025,AI Services,True,Medium,Pending,Germany,Northstar Employee 0152,Chicago
PR-10551,EMP-1087,D06,VEN-117,2025-05-29 10:00:00,Facilities,6759.22,USD,Facilities purchase for Field Operations operations,Standard,Medium,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,Facilities Partner 117,Facilities,True,Medium,Active,United States,Northstar Employee 1087,Denver
PR-11886,EMP-1632,D09,VEN-094,2025-05-29 10:00:00,Equipment,1042.22,USD,Equipment purchase for Legal operations,Standard,High,False,True,False,True,True,Paid,ProcureFlow Classic,Before update,Legal,Corporate,6000000,Equipment Partner 094,Equipment,True,High,Pending,United States,Northstar Employee 1632,Chicago
PR-15604,EMP-1075,D06,VEN-017,2025-05-29 11:00:00,Equipment,7033.38,USD,Equipment purchase for Field Operations operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,Equipment Partner 017,Equipment,True,Low,Active,United States,Northstar Employee 1075,Chicago
PR-15447,EMP-1982,D10,VEN-006,2025-05-29 11:00:00,Software,7545.64,USD,Software purchase for Information Security operations,Priority,High,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Information Security,Product & Technology,9500000,Software Partner 006,Software,True,High,Active,United States,Northstar Employee 1982,New York
PR-12181,EMP-1535,D08,VEN-042,2025-05-29 11:00:00,Travel,3684.94,USD,Travel purchase for People operations,Standard,Medium,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,People,Corporate,7500000,Travel Partner 042,Travel,True,Medium,Active,United States,Northstar Employee 1535,San Francisco
PR-12427,EMP-1792,D09,VEN-033,2025-05-29 11:00:00,Travel,1466.74,USD,Travel purchase for Legal operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Legal,Corporate,6000000,Travel Partner 033,Travel,True,Low,Active,United States,Northstar Employee 1792,Denver
PR-16092,EMP-1107,D06,VEN-032,2025-05-29 11:00:00,Software,1031.76,USD,Software purchase for Field Operations operations,Standard,Low,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,Software Partner 032,Software,True,Low,Active,Germany,Northstar Employee 1107,Denver
PR-15506,EMP-0441,D03,VEN-036,2025-05-29 12:00:00,Travel,2514.44,USD,Travel purchase for Sales operations,Priority,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,Travel Partner 036,Travel,True,Low,Active,United States,Northstar Employee 0441,Chicago
PR-14272,EMP-0420,D03,VEN-082,2025-05-29 12:00:00,Professional Services,8951.14,USD,Professional Services purchase for Sales operations,Priority,Medium,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,ProfessionalServices Partner 082,Professional Services,True,Medium,Active,United States,Northstar Employee 0420,New York
PR-15273,EMP-0152,D01,VEN-068,2025-05-29 12:00:00,Equipment,3648.57,USD,Equipment purchase for Engineering operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,Equipment Partner 068,Equipment,False,Low,Active,United States,Northstar Employee 0152,Chicago
PR-14050,EMP-0556,D03,VEN-115,2025-05-29 12:00:00,AI Services,9114.51,USD,AI Services purchase for Sales operations,Standard,High,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,AIServices Partner 115,AI Services,True,Low,Active,United States,Northstar Employee 0556,Chicago
PR-11534,EMP-0519,D03,VEN-014,2025-05-29 13:00:00,Travel,3269.07,USD,Travel purchase for Sales operations,Priority,Medium,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,Travel Partner 014,Travel,True,Medium,Active,United States,Northstar Employee 0519,Austin
PR-14796,EMP-0123,D01,VEN-101,2025-05-29 14:00:00,Software,7178.89,USD,Software purchase for Engineering operations,Standard,High,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,Software Partner 101,Software,False,High,Active,United States,Northstar Employee 0123,New York
PR-15290,EMP-0579,D03,VEN-080,2025-05-29 14:00:00,Software,23259.03,USD,Software purchase for Sales operations,Urgent,Medium,True,True,True,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,Software Partner 080,Software,True,Low,Active,Ireland,Northstar Employee 0579,Austin
PR-13875,EMP-1678,D09,VEN-051,2025-05-29 14:00:00,Professional Services,1966.86,USD,Professional Services purchase for Legal operations,Standard,Low,True,False,False,True,True,Rejected,ProcureFlow Classic,Before update,Legal,Corporate,6000000,ProfessionalServices Partner 051,Professional Services,True,Low,Active,Canada,Northstar Employee 1678,San Francisco
PR-18121,EMP-0690,D04,VEN-124,2025-05-29 15:00:00,Software,1057.29,USD,Software purchase for Marketing operations,Priority,Medium,True,True,False,True,True,Rejected,ProcureFlow Classic,Before update,Marketing,Revenue,12500000,Software Partner 124,Software,True,Medium,Active,United Kingdom,Northstar Employee 0690,Chicago
PR-11629,EMP-1080,D06,VEN-110,2025-05-29 15:00:00,Equipment,5289.18,USD,Equipment purchase for Field Operations operations,Urgent,Medium,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,Equipment Partner 110,Equipment,True,Medium,Active,United States,Northstar Employee 1080,New York
PR-15356,EMP-1031,D06,VEN-107,2025-05-29 15:00:00,Facilities,5188.27,USD,Facilities purchase for Field Operations operations,Priority,Medium,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,Facilities Partner 107,Facilities,True,Medium,Active,United States,Northstar Employee 1031,Chicago
PR-12207,EMP-1562,D08,VEN-062,2025-05-29 15:00:00,Travel,3409.41,USD,Travel purchase for People operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,People,Corporate,7500000,Travel Partner 062,Travel,True,Low,Active,United States,Northstar Employee 1562,Denver
PR-13333,EMP-0087,D01,VEN-140,2025-05-29 16:00:00,Equipment,1577.99,USD,Equipment purchase for Engineering operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,Equipment Partner 140,Equipment,True,Low,Active,United States,Northstar Employee 0087,Austin
PR-14502,EMP-0544,D03,VEN-038,2025-05-29 16:00:00,Travel,4259.96,USD,Travel purchase for Sales operations,Standard,High,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,Travel Partner 038,Travel,True,High,Active,United States,Northstar Employee 0544,Austin
PR-10411,EMP-0035,D01,VEN-105,2025-05-29 16:00:00,Professional Services,24045.64,USD,Professional Services purchase for Engineering operations,Standard,Medium,True,False,True,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,ProfessionalServices Partner 105,Professional Services,True,Low,Active,United States,Northstar Employee 0035,Chicago
PR-13178,EMP-1139,D06,VEN-099,2025-05-29 17:00:00,Software,5024.75,USD,Software purchase for Field Operations operations,Standard,Low,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,Software Partner 099,Software,True,Low,Active,United States,Northstar Employee 1139,New York
PR-13787,EMP-1430,D08,VEN-072,2025-05-30 08:00:00,Software,12642.47,USD,Software purchase for People operations,Standard,Low,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,People,Corporate,7500000,Software Partner 072,Software,True,Low,Active,India,Northstar Employee 1430,San Francisco
PR-17243,EMP-1130,D06,VEN-079,2025-05-30 09:00:00,Professional Services,12336.46,USD,Professional Services purchase for Field Operations operations,Standard,Low,True,False,False,True,True,Cancelled,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,ProfessionalServices Partner 079,Professional Services,True,Low,Active,United Kingdom,Northstar Employee 1130,Chicago
PR-17959,EMP-0125,D01,VEN-114,2025-05-30 09:00:00,Software,16555.64,USD,Software purchase for Engineering operations,Standard,Low,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,Software Partner 114,Software,True,Low,Pending,India,Northstar Employee 0125,New York
PR-18333,EMP-0768,D04,VEN-057,2025-05-30 09:00:00,Facilities,7425.81,USD,Facilities purchase for Marketing operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Marketing,Revenue,12500000,Facilities Partner 057,Facilities,True,Low,Active,United States,Northstar Employee 0768,Chicago
PR-10523,EMP-1045,D06,VEN-106,2025-05-30 09:00:00,Contractor,38017.71,USD,Contractor purchase for Field Operations operations,Standard,High,True,False,True,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,Contractor Partner 106,Contractor,False,High,Active,United States,Northstar Employee 1045,Chicago
PR-12995,EMP-0158,D01,VEN-090,2025-05-30 09:00:00,Equipment,2576.27,USD,Equipment purchase for Engineering operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,Equipment Partner 090,Equipment,True,Low,Active,United States,Northstar Employee 0158,Austin
PR-10072,EMP-0565,D03,VEN-043,2025-05-30 10:00:00,Facilities,5820.75,USD,Facilities purchase for Sales operations,Standard,High,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,Facilities Partner 043,Facilities,True,High,Active,United States,Northstar Employee 0565,Austin
PR-11812,EMP-0040,D01,VEN-058,2025-05-30 10:00:00,Software,5892.59,USD,Software purchase for Engineering operations,Priority,Low,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,Software Partner 058,Software,True,Low,Active,United States,Northstar Employee 0040,Denver
PR-14731,EMP-1015,D06,VEN-015,2025-05-30 10:00:00,Professional Services,11919.13,USD,Professional Services purchase for Field Operations operations,Standard,High,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,ProfessionalServices Partner 015,Professional Services,False,High,Active,United Kingdom,Northstar Employee 1015,Austin
PR-11733,EMP-0471,D03,VEN-100,2025-05-30 10:00:00,Travel,1227.1,USD,Travel purchase for Sales operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,Travel Partner 100,Travel,True,Low,Active,United States,Northstar Employee 0471,Chicago
PR-16767,EMP-1881,D10,VEN-090,2025-05-30 10:00:00,Equipment,38037.72,USD,Equipment purchase for Information Security operations,Standard,Medium,False,False,True,True,True,Paid,ProcureFlow Classic,Before update,Information Security,Product & Technology,9500000,Equipment Partner 090,Equipment,True,Low,Active,United States,Northstar Employee 1881,New York
PR-13093,EMP-0662,D04,VEN-006,2025-05-30 10:00:00,Software,1699.89,USD,Software purchase for Marketing operations,Standard,High,True,True,False,True,True,Cancelled,ProcureFlow Classic,Before update,Marketing,Revenue,12500000,Software Partner 006,Software,True,High,Active,United States,Northstar Employee 0662,Chicago
PR-15342,EMP-0131,D01,VEN-100,2025-05-30 11:00:00,Travel,1199.91,USD,Travel purchase for Engineering operations,Standard,Low,False,False,False,True,True,Rejected,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,Travel Partner 100,Travel,True,Low,Active,United States,Northstar Employee 0131,Denver
PR-11786,EMP-1111,D06,VEN-075,2025-05-30 11:00:00,Software,2187.66,USD,Software purchase for Field Operations operations,Standard,High,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Field Operations,Operations,28000000,Software Partner 075,Software,False,High,Active,United States,Northstar Employee 1111,Chicago
PR-13007,EMP-0214,D02,VEN-097,2025-05-30 12:00:00,Contractor,3401.02,USD,Contractor purchase for Product operations,Standard,Low,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Product,Product & Technology,16000000,Contractor Partner 097,Contractor,True,Low,Expired,India,Northstar Employee 0214,Austin
PR-17717,EMP-0087,D01,VEN-051,2025-05-30 12:00:00,Professional Services,18930.86,USD,Professional Services purchase for Engineering operations,Standard,Low,True,False,False,True,True,Rejected,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,ProfessionalServices Partner 051,Professional Services,True,Low,Active,Canada,Northstar Employee 0087,Austin
PR-14668,EMP-0564,D03,VEN-140,2025-05-30 13:00:00,Equipment,1771.37,USD,Equipment purchase for Sales operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,Equipment Partner 140,Equipment,True,Low,Active,United States,Northstar Employee 0564,Denver
PR-14156,EMP-0449,D03,VEN-076,2025-05-30 13:00:00,Professional Services,5043.71,USD,Professional Services purchase for Sales operations,Urgent,Low,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,ProfessionalServices Partner 076,Professional Services,True,Low,Active,United States,Northstar Employee 0449,Chicago
PR-17676,EMP-0364,D02,VEN-081,2025-05-30 14:00:00,Equipment,5513.27,USD,Equipment purchase for Product operations,Urgent,Medium,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Product,Product & Technology,16000000,Equipment Partner 081,Equipment,True,Medium,Active,United States,Northstar Employee 0364,San Francisco
PR-11424,EMP-0167,D01,VEN-012,2025-05-30 14:00:00,Contractor,22888.64,USD,Contractor purchase for Engineering operations,Standard,Medium,True,False,True,True,True,Paid,ProcureFlow Classic,Before update,Engineering,Product & Technology,36000000,Contractor Partner 012,Contractor,True,Low,Active,United Kingdom,Northstar Employee 0167,New York
PR-15948,EMP-0263,D02,VEN-047,2025-05-30 14:00:00,Software,14508.2,USD,Software purchase for Product operations,Standard,Medium,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Product,Product & Technology,16000000,Software Partner 047,Software,False,Medium,Active,United States,Northstar Employee 0263,Austin
PR-11967,EMP-0573,D03,VEN-076,2025-05-30 15:00:00,Professional Services,5353.32,USD,Professional Services purchase for Sales operations,Standard,Low,True,False,False,True,True,Paid,ProcureFlow Classic,Before update,Sales,Revenue,24000000,ProfessionalServices Partner 076,Professional Services,True,Low,Active,United States,Northstar Employee 0573,Austin
PR-15346,EMP-1964,D10,VEN-061,2025-05-30 15:00:00,Facilities,1582.5,USD,Facilities purchase for Information Security operations,Standard,Low,False,False,False,True,True,Paid,ProcureFlow Classic,Before update,Information Security,Product & Technology,9500000,Facilities Partner 061,Facilities,True,Low,Expired,United States,Northstar Employee 1964,Austin
PR-14088,EMP-1767,D09,VEN-030,2025-05-30 15:00:00,Software,1999.67,USD,Software purchase for Legal operations,Urgent,High,True,True,False,True,True,Paid,ProcureFlow Classic,Before update,Legal,Corporate,6000000,Software Partner 030,Software,True,High,Active,United States,Northstar Employee 1767,San Francisco
